,comp_name,comp_rating,comp_reviews,comp_type,location,salaries
1701,Continental,3.6 (633),633,Auto Components , Bengaluru +51 other locations,633
1702,Mount Litera Zee School,3.7 (633),633,Education & Training , Bengaluru +125 other locations,633
1703,Gainwell Commosales,4.0 (633),633,Industrial Machinery , Kolkata +82 other locations,633
1704,Philips Innovation Campus,3.7 (633),633,Software Product , Bengaluru +20 other locations,633
1705,NRB Bearings,4.1 (631),631,Auto Components , Chhatrapati Sambhajinagar +21 other locations,631
1706,Geojit Financial Services,3.4 (632),632,Financial Services , Kochi +142 other locations,632
1707,Avalon Technologies,3.8 (631),631,Electronics Manufacturing , Chennai +17 other locations,631
1708,NoBrokerHood,2.8 (631),631,Software Product , Bengaluru +33 other locations,631
1709,Electrotherm,4.2 (631),631,Iron & Steel , Ahmedabad +41 other locations,631
1710,Finova Capital,3.8 (630),630,NBFC , Jaipur +184 other locations,630
1711,TVS Eurogrip,3.7 (629),629,Auto Components , Madurai +83 other locations,629
1712,Ebixcash Global Services,3.2 (629),629,BPO , Mumbai +40 other locations,629
1713,Danfoss Industries,3.8 (628),628,Industrial Machinery , Chennai +21 other locations,628
1714,Airports Authority of India,4.2 (629),629,Aviation , New Delhi +90 other locations,629
1715,B.L. Kashyap & Sons,3.7 (628),628,Engineering & Construction , Bengaluru +25 other locations,628
1716,National Stock Exchange of India,3.6 (628),628,Financial Services , Mumbai +34 other locations,628
1717,Suroj Buildcon,4.1 (628),628,Engineering & Construction , Pune +49 other locations,628
1718,UKB Electronics Limited,3.5 (628),628,Electronics Manufacturing , Noida +24 other locations,628
1719,Global Healthcare Billing Partners,3.3 (628),628,BPO , Chennai +15 other locations,628
1720,Sl Lumax,3.4 (627),627,Auto Components , Chennai +19 other locations,627
1721,Turbo Energy,4.2 (626),626,Auto Components , Chennai +25 other locations,626
1722,Manjushree Technopack,3.5 (626),626,Bengaluru +35 other locations,,626
1723,Chaitanya India Fin Credit,4.1 (626),626,NBFC , Bengaluru +174 other locations,626
1724,Crowne Plaza,4.1 (625),625,Hospitality , New Delhi +37 other locations,625
1725,Monte Carlo,4.2 (624),624,Fashion & Textile , Ahmedabad +105 other locations,624
1726,Sigma Engineered Solutions,3.9 (625),625,Industrial Machinery , Pune +16 other locations,625
1727,Varthana,4.0 (625),625,NBFC , Bengaluru +80 other locations,625
1728,Reliance Jewels,3.8 (624),624,Jewellery , Mumbai +131 other locations,624
1729,Tecnimont,3.9 (623),623,Engineering & Construction , Mumbai +30 other locations,623
1730,Sapphire Foods India,3.8 (623),623,Hospitality , Mumbai +66 other locations,623
1731,NetConnectGlobal,3.1 (623),623,IT Services & Consulting , Bengaluru +44 other locations,623
1732,Varun Motors,3.8 (622),622,Automobile , Hyderabad +42 other locations,622
1733,Karvy Stock Broking,3.6 (622),622,Hyderabad +106 other locations,,622
1734,InsuranceDekho,3.5 (621),621,Internet , Gurugram +83 other locations,621
1735,Serum Institute of India,4.1 (620),620,Biotechnology , Pune +26 other locations,620
1736,Belstar Microfinance,3.9 (620),620,NBFC , Chennai +222 other locations,620
1737,Suraksha Diagnostic,3.7 (620),620,Healthcare , Kolkata +34 other locations,620
1738,Trigent Software,3.4 (620),620,IT Services & Consulting , Bengaluru +31 other locations,620
1739,SOLAR INDUSTRIES INDIA,3.6 (620),620,Defence & Aerospace , Nagpur +41 other locations,620
1740,ACKO,3.4 (620),620,Insurance , Bengaluru +13 other locations,620
1741,Wissen Technology,3.7 (620),620,IT Services & Consulting , Bengaluru +9 other locations,620
1742,Kaizen IT Services,3.9 (621),621,IT Services & Consulting , Kolkata +92 other locations,621
1743,South Indian Bank,3.3 (620),620,Banking , Kochi +83 other locations,620
1744,Sir H. N. Reliance Foundation Hospital and Research,4.3 (620),620,Healthcare , Mumbai +10 other locations,620
1745,IDBI Intech Limited,3.3 (618),618,IT Services & Consulting , Mumbai +28 other locations,618
1746,Suma Soft,3.5 (619),619,IT Services & Consulting , Pune +11 other locations,619
1747,Annalect,3.4 (617),617,Marketing & Advertising , Bengaluru +14 other locations,617
1748,Shivam Autotech,3.6 (617),617,Auto Components , Gurugram +22 other locations,617
1749,Maharashtra Seamless,3.5 (617),617,Building Material , Mumbai +25 other locations,617
1750,Sasken,3.6 (617),617,IT Services & Consulting , Bengaluru +12 other locations,617
1751,Emids Technologies Limited,3.6 (616),616,IT Services & Consulting , Bengaluru +9 other locations,616
1752,Medcode,3.8 (616),616,IT Services & Consulting , Hyderabad +10 other locations,616
1753,Pyramid IT Consulting,3.1 (616),616,Recruitment , Noida +25 other locations,616
1754,IRB Infrastructure,3.9 (616),616,Engineering & Construction , Mumbai +73 other locations,616
1755,Nucleus Software Exports,3.4 (615),615,Software Product , Noida +12 other locations,615
1756,Sintex Industries,3.9 (615),615,Industrial Machinery , Ahmedabad +59 other locations,615
1757,Motilal Oswal Wealth Management,4.4 (615),615,Financial Services , Mumbai +26 other locations,615
1758,Okaya Power,3.8 (615),615,Electrical Equipment , New Delhi +88 other locations,615
1759,Einfochips,3.5 (614),614,IT Services & Consulting , Ahmedabad +13 other locations,614
1760,Dr. Batras' Positive Health Clinic,3.7 (614),614,Healthcare , Mumbai +88 other locations,614
1761,Shriram Automall,4.0 (614),614,Internet , New Delhi +108 other locations,614
1762,HDFC Asset Management Company,4.1 (614),614,Financial Services , Mumbai +139 other locations,614
1763,Central Reserve Police Force,4.6 (614),614,Government , New Delhi +95 other locations,614
1764,Royaloak Incorporation,3.6 (615),615,Furniture & Furnishing , Bengaluru +48 other locations,615
1765,Hamilton Housewares,3.8 (613),613,Consumer Electronics & Appliances , Mumbai +54 other locations,613
1766,Blackrock,3.5 (613),613,Financial Services , Gurugram +18 other locations,613
1767,Vedanta Limited,3.8 (614),614,Metals & Mining , Lanjigarh +54 other locations,614
1768,Aster Dm Healthcare,3.7 (613),613,Healthcare , Bengaluru +39 other locations,613
1769,Action Tesa,3.9 (613),613,Building Material , Sitarganj +62 other locations,613
1770,Kajaria Ceramics,3.9 (613),613,Building Material , New Delhi +83 other locations,613
1771,Netmeds.com,3.8 (612),612,Pharma , Chennai +126 other locations,612
1772,Hitachi Systems Micro Clinic,4.0 (612),612,IT Services & Consulting , Mumbai +78 other locations,612
1773,ThoughtWorks,3.9 (612),612,IT Services & Consulting , Bengaluru +11 other locations,612
1774,CSM Technologies,4.0 (612),612,IT Services & Consulting , Bhubaneswar +22 other locations,612
1775,EaseMyTrip.com,4.1 (612),612,Internet , New Delhi +9 other locations,612
1776,Super Smelters,3.7 (611),611,Iron & Steel , Asansol +24 other locations,611
1777,Sapiens,3.1 (611),611,Software Product , Bengaluru +8 other locations,611
1778,Becton Dickinson,4.0 (610),610,Medical Equipment , Bengaluru +38 other locations,610
1779,Kiya.ai,3.8 (610),610,IT Services & Consulting , Mumbai +18 other locations,610
1780,Gestamp,3.6 (610),610,Auto Components , Pune +14 other locations,610
1781,Schwing Stetter,3.9 (610),610,Industrial Machinery , Chennai +44 other locations,610
1782,Kirloskar Ferrous Industries,3.7 (611),611,Iron & Steel , Koppal +22 other locations,611
1783,Agrostar,4.0 (609),609,Internet , Pune +51 other locations,609
1784,Royal Caribbean International,4.2 (609),609,Sports & Recreation , Mumbai +25 other locations,609
1785,Renovision Automation Services,3.3 (609),609,IT Services & Consulting , New Delhi +71 other locations,609
1786,ITC Limited Foods Division,3.9 (607),607,Food Processing , Bengaluru +75 other locations,607
1787,Cashify,3.8 (607),607,Internet , Gurugram +58 other locations,607
1788,Finastra,3.7 (607),607,Software Product , Bengaluru +13 other locations,607
1789,Fiem Industries,3.6 (607),607,Auto Components , Hosur +29 other locations,607
1790,Godrej Industries,4.0 (607),607,Real Estate , Mumbai +68 other locations,607
1791,Mavenir Systems,3.3 (608),608,IT Services & Consulting , Bengaluru +19 other locations,608
1792,Ongc Petro Additions,4.0 (607),607,Petrochemicals , Bharuch +30 other locations,607
1793,MothersonSumi INfotech & Designs,3.4 (606),606,IT Services & Consulting , Noida +18 other locations,606
1794,Family Health Plan,3.7 (606),606,Insurance , Hyderabad +36 other locations,606
1795,Holiday Inn,4.0 (607),607,Hospitality , New Delhi +61 other locations,607
1796,Finolex Industries,3.6 (606),606,Building Material , Pune +71 other locations,606
1797,Carnival Cruise Lines,4.2 (606),606,Sports & Recreation , Mumbai +31 other locations,606
1798,Nspira Management Services,3.7 (605),605,Management Consulting , Hyderabad +59 other locations,605
1799,Jain Irrigation Systems,3.7 (605),605,Agriculture , Jalgaon +90 other locations,605
1800,Myk Laticrete,3.9 (605),605,Building Material , Hyderabad +87 other locations,605
1801,BT E Serv,3.9 (604),604,BPO , Kolkata +6 other locations,604
1802,Grab A Grub Services,3.9 (604),604,Logistics , Mumbai +113 other locations,604
1803,Dhani Services,3.7 (603),603,Mumbai +80 other locations,,603
1804,Cyfuture,3.0 (603),603,IT Services & Consulting , Noida +37 other locations,603
1805,Rocket India,4.0 (603),603,Financial Services , Chennai +11 other locations,603
1806,ShareChat,3.6 (603),603,Internet , Bengaluru +42 other locations,603
1807,BMC Software,4.1 (602),602,Software Product , Pune +10 other locations,602
1808,Sudarshan Chemical Industries,3.9 (602),602,Chemicals , Roha +26 other locations,602
1809,CSG International,3.5 (602),602,IT Services & Consulting , Bengaluru +13 other locations,602
1810,Avaada Group,4.3 (602),602,Power , Noida +67 other locations,602
1811,Blackberrys,3.7 (601),601,Fashion & Textile , Gurugram +92 other locations,601
1812,Sanghi Industries,4.1 (601),601,Building Material , Ahmedabad +31 other locations,601
1813,Polaris Consulting,4.1 (600),600,IT Services & Consulting , Hyderabad +18 other locations,600
1814,Toyoda Gosei Minda,4.2 (600),600,Auto Components , Neemrana +25 other locations,600
1815,VDA Infosolutions,3.9 (599),599,IT Services & Consulting , Pune +34 other locations,599
1816,Mrs Bector's Food Specialities,3.9 (599),599,Food Processing , Greater Noida +87 other locations,599
1817,Columbia Asia,4.6 (598),598,Healthcare , Bengaluru +19 other locations,598
1818,DHL Global Forwarding,4.0 (599),599,Logistics , Chennai +21 other locations,599
1819,Bharat Biotech International,3.1 (598),598,Biotechnology , Hyderabad +29 other locations,598
1820,Jayaswal Neco Industries,4.1 (597),597,Iron & Steel , Raipur +30 other locations,597
1821,IKEA,4.0 (597),597,Retail , Bengaluru +24 other locations,597
1822,Ugam Solution,3.6 (596),596,IT Services & Consulting , Mumbai +14 other locations,596
1823,Jubilant Agri and Consumer Products,4.0 (597),597,Chemicals , Gurugram +114 other locations,597
1824,Heidelberg Cement,4.1 (594),594,Building Material , Damoh +79 other locations,594
1825,Ofbusiness,3.0 (594),594,Internet , Gurugram +43 other locations,594
1826,Bridge & Roof Co,3.4 (593),593,Engineering & Construction , Kolkata +64 other locations,593
1827,Medley Pharmaceuticals,3.9 (593),593,Pharma , Mumbai +76 other locations,593
1828,Hpl Electric & Power,3.7 (593),593,Electrical Equipment , Gurugram +69 other locations,593
1829,SIS Prosegur Holdings,3.4 (594),594,Law Enforcement & Security , New Delhi +93 other locations,594
1830,Eli Lilly and Company,3.4 (593),593,Pharma , Bengaluru +18 other locations,593
1831,Vedang Cellular Services,3.8 (592),592,Telecom , Mumbai +69 other locations,592
1832,AML RightSource,2.6 (592),592,IT Services & Consulting , New Delhi +9 other locations,592
1833,United Colors of Benetton,4.3 (591),591,Fashion & Textile , Gurugram +74 other locations,591
1834,Infinity Learn,4.2 (592),592,EdTech , Hyderabad +18 other locations,592
1835,APL Apollo Tubes,4.0 (591),591,Iron & Steel , Raipur +47 other locations,591
1836,Maxicus,4.0 (591),591,BPO , Vadodara +15 other locations,591
1837,Pathkind Diagnostics Private Limited,4.0 (591),591,Healthcare , New Delhi +98 other locations,591
1838,Sterling Oil Exploration & Energy Production,3.5 (590),590,Oil & Gas , Lagos +22 other locations,590
1839,Kellogg,4.2 (590),590,FMCG , Mumbai +85 other locations,590
1840,Kellogg,4.2 (590),590,FMCG , Mumbai +85 other locations,590
1841,NLC India Limited,4.4 (588),588,Metals & Mining , Neyveli +27 other locations,588
1842,Vyapar,3.6 (591),591,Software Product , Bengaluru +39 other locations,591
1843,Consulting Engineers Group,4.1 (589),589,Engineering & Construction , Jaipur +70 other locations,589
1844,DealShare,3.5 (590),590,Internet , Bengaluru +44 other locations,590
1845,Anmol Industries,3.9 (590),590,FMCG , Kolkata +87 other locations,590
1846,EdgeVerve Systems,3.3 (589),589,Software Product , Bengaluru +15 other locations,589
1847,IDP Education Limited,3.6 (590),590,Education & Training , Chennai +50 other locations,590
1848,Vadilal Industries,4.1 (590),590,FMCG , Ahmedabad +85 other locations,590
1849,Varindera Constructions,4.4 (589),589,Engineering & Construction , New Delhi +26 other locations,589
1850,HLL Lifecare,3.7 (588),588,Healthcare , Thiruvananthapuram +115 other locations,588
1851,Saudi Aramco,4.5 (588),588,Oil & Gas , Mumbai +38 other locations,588
1852,Lulu International Shopping Mall,3.7 (587),587,Retail , Lucknow +42 other locations,587
1853,Excitel Broadband,3.6 (588),588,Telecom , New Delhi +43 other locations,588
1854,AVTEC,3.5 (587),587,Auto Components , Hosur +26 other locations,587
1855,Accion Labs,3.5 (587),587,IT Services & Consulting , Bengaluru +13 other locations,587
1856,Cvent,3.2 (585),585,Software Product , Gurugram +9 other locations,585
1857,Coal India,3.9 (586),586,Metals & Mining , Kolkata +62 other locations,586
1858,HashedIn by Deloitte,4.0 (584),584,IT Services & Consulting , Bengaluru +16 other locations,584
1859,BEML,3.7 (583),583,Industrial Machinery , Bengaluru +36 other locations,583
1860,Perficient,3.8 (583),583,IT Services & Consulting , Chennai +11 other locations,583
1861,BEML,3.7 (583),583,Industrial Machinery , Bengaluru +36 other locations,583
1862,The Saraswat Co-operative Bank,3.2 (583),583,Banking , Mumbai +35 other locations,583
1863,Maharashtra State Electricity Distribution Company,4.2 (583),583,Power , Pune +91 other locations,583
1864,Ascent HR Technologies Private Limited,3.6 (584),584,Software Product , Bengaluru +15 other locations,584
1865,Efs Facilities Services,3.8 (583),583,Facility Management Services , New Delhi +60 other locations,583
1866,Pamac Finserve,3.2 (582),582,BPO , Mumbai +59 other locations,582
1867,Hilton,4.1 (581),581,Hospitality , Bengaluru +40 other locations,581
1868,Apitoria Pharma,4.2 (581),581,Pharma , Hyderabad +12 other locations,581
1869,Colt Technology Services,4.2 (581),581,Hardware & Networking , Gurugram +13 other locations,581
1870,Jubilant Generics,4.0 (580),580,Pharma , Roorkee +24 other locations,580
1871,Gandhi Automations,4.0 (580),580,Industrial Machinery , Mumbai +24 other locations,580
1872,Orra Fine Jewellery,3.5 (580),580,Jewellery , Mumbai +51 other locations,580
1873,Jindal Poly Films,3.7 (579),579,Packaging , Nashik +19 other locations,579
1874,FNP,3.7 (579),579,Retail , New Delhi +19 other locations,579
1875,BAXY Limited,4.0 (577),577,Auto Components , Bhiwadi +38 other locations,577
1876,Capital Numbers Infotech,4.1 (579),579,IT Services & Consulting , Kolkata +9 other locations,579
1877,Hettich,3.6 (578),578,Furniture & Furnishing , Mumbai +45 other locations,578
1878,PTC,4.2 (578),578,Software Product , Pune +40 other locations,578
1879,Quest Retail Private Limited,4.1 (578),578,Retail , Gurugram +64 other locations,578
1880,Expleo Group,3.5 (577),577,IT Services & Consulting , Pune +10 other locations,577
1881,Dr. Reddy's Foundation,3.7 (577),577,Non-Profit , Hyderabad +88 other locations,577
1882,Micromax Informatics,3.9 (577),577,Consumer Electronics & Appliances , New Delhi +119 other locations,577
1883,GAMMON INDIA,3.7 (577),577,Engineering & Construction , Mumbai +72 other locations,577
1884,Wood Group,3.8 (577),577,Engineering & Construction , Chennai +29 other locations,577
1885,Allianz Services,4.1 (576),576,Insurance , Thiruvananthapuram +13 other locations,576
1886,C5i,4.2 (576),576,Analytics & KPO , Bengaluru +16 other locations,576
1887,PureSoftware,2.9 (576),576,Software Product , Noida +10 other locations,576
1888,Aurionpro Solutions,3.5 (576),576,Software Product , Mumbai +49 other locations,576
1889,Fenesta Building Systems,4.0 (575),575,Building Material , Gurugram +74 other locations,575
1890,Army Public School,4.0 (575),575,Education & Training , New Delhi +97 other locations,575
1891,Country Delight,3.8 (576),576,Food Processing , Gurugram +36 other locations,576
1892,Crystal Crop Protection,3.9 (573),573,Agro Chemicals , New Delhi +89 other locations,573
1893,Axiscades,3.1 (573),573,IT Services & Consulting , Bengaluru +13 other locations,573
1894,PayU Payments,3.3 (573),573,FinTech , Gurugram +22 other locations,573
1895,HUDL,3.2 (574),574,Software Product , Mumbai +17 other locations,574
1896,Iron Mountain Inc,3.7 (572),572,IT Services & Consulting , Bengaluru +49 other locations,572
1897,Alcon,3.8 (573),573,Medical Equipment , Bengaluru +38 other locations,573
1898,Maxop Engineering Co.,4.1 (572),572,Auto Components , Gurugram +17 other locations,572
1899,Kauvery Hospital,4.0 (572),572,Healthcare , Chennai +21 other locations,572
1900,AVIOM,4.0 (572),572,NBFC , New Delhi +188 other locations,572
1901,WayCool Foods and Products,3.4 (572),572,FMCG , Chennai +42 other locations,572
1902,Damco Solutions,3.5 (571),571,IT Services & Consulting , Noida +22 other locations,571
1903,McCain Foods,4.1 (571),571,FMCG , Mahesana +74 other locations,571
1904,AVEVA,4.0 (571),571,Software Product , Hyderabad +14 other locations,571
1905,Prochant,3.8 (570),570,Analytics & KPO , Chennai +9 other locations,570
1906,Jaipur Rugs,4.3 (570),570,Fashion & Textile , Jaipur +20 other locations,570
1907,J K Fenner,3.9 (570),570,Engineering & Construction , Chennai +56 other locations,570
1908,Matrimonialsindia,4.9 (570),570,Internet , New Delhi +1 other locations,570
1909,Pinnacle Infotech,3.4 (569),569,IT Services & Consulting , Durgapur +19 other locations,569
1910,HBL Power Systems,4.0 (569),569,Electrical Equipment , Hyderabad +49 other locations,569
1911,Applied Materials,3.7 (569),569,Semiconductors , Bengaluru +11 other locations,569
1912,Amway India Enterprises,4.1 (569),569,Fitness & Wellness , Gurugram +80 other locations,569
1913,Ambit Finvest,4.0 (568),568,NBFC , Mumbai +115 other locations,568
1914,Baker Hughes,4.1 (568),568,Oil & Gas , Bengaluru +38 other locations,568
1915,Transport Corporation Of India,3.8 (567),567,Logistics , Gurugram +83 other locations,567
1916,Dishman Carbogen Amcis,3.6 (568),568,Pharma , Ahmedabad +15 other locations,568
1917,TSYS|Total System Services,4.1 (568),568,FinTech , Pune +10 other locations,568
1918,QSpiders,3.7 (567),567,Education & Training , Bengaluru +26 other locations,567
1919,ArcelorMittal,4.0 (565),565,Iron & Steel , Surat +50 other locations,565
1920,Levi Strauss & Co.,4.2 (566),566,Fashion & Textile , Bengaluru +80 other locations,566
1921,SoftAge Information Technology,3.6 (565),565,IT Services & Consulting , Gurugram +126 other locations,565
1922,Paras Dairy,3.4 (565),565,Food Processing , New Delhi +60 other locations,565
1923,Andritz Hydro Location India,3.9 (565),565,Industrial Machinery , Chennai +28 other locations,565
1924,Laxmi Organic Industries,3.8 (564),564,Chemicals , Mahad +19 other locations,564
1925,Empower,4.0 (563),563,Financial Services , Bengaluru +12 other locations,563
1926,Paramount Health Services Tpa,3.8 (563),563,Insurance , Mumbai +40 other locations,563
1927,UTL Solar,3.6 (563),563,Electronics Manufacturing , New Delhi +81 other locations,563
1928,Voyants Solutions,3.7 (563),563,Engineering & Construction , Gurugram +95 other locations,563
1929,Toyota Industries Engine India,4.3 (562),562,Auto Components , Bengaluru +15 other locations,562
1930,Mahendra NextWealth IT,3.4 (562),562,IT Services & Consulting , Salem +26 other locations,562
1931,Lear Corporation,4.0 (562),562,Auto Components , Pune +19 other locations,562
1932,"DATAMARK, Inc.",3.5 (562),562,BPO , Chennai +13 other locations,562
1933,Genesys International Corporation,3.4 (563),563,IT Services & Consulting , Mumbai +16 other locations,563
1934,United Spirits,4.1 (562),562,Beverage , Bengaluru +95 other locations,562
1935,DB Schenker,4.3 (562),562,Logistics , Gurugram +40 other locations,562
1936,Herbalife International,4.0 (562),562,Healthcare , Bengaluru +85 other locations,562
1937,BUSINESSNEXT,3.5 (561),561,Software Product , Noida +9 other locations,561
1938,Sandoz,4.0 (559),559,Pharma , Hyderabad +21 other locations,559
1939,Western Refrigeration,3.8 (558),558,Industrial Machinery , Vapi +44 other locations,558
1940,Toothsi,2.7 (560),560,Internet , Mumbai +20 other locations,560
1941,SAEL Industries Limited,3.9 (558),558,Power , New Delhi +64 other locations,558
1942,Vishwa Samudra Engineering,3.6 (559),559,Engineering & Construction , Hyderabad +45 other locations,559
1943,Artemis Hospitals,4.2 (558),558,Healthcare , Gurugram +20 other locations,558
1944,Harman Finochem,3.6 (558),558,Pharma , Chhatrapati Sambhajinagar +15 other locations,558
1945,Titan Engineering & Automation,3.8 (558),558,Engineering & Construction , Hosur +18 other locations,558
1946,Congruex Asia Pacific,3.7 (558),558,Engineering & Construction , Sahibzada Ajit Singh Nagar +24 other locations,558
1947,Solara Active Pharma Sciences,3.7 (558),558,Pharma , Chennai +19 other locations,558
1948,NAV Backoffice,3.8 (557),557,Accounting & Auditing , Jaipur +10 other locations,557
1949,Renault,4.0 (556),556,Automobile , Chennai +149 other locations,556
1950,Marelli,3.5 (556),556,Auto Components , Gurugram +18 other locations,556
1951,Courtyard by Marriott,4.2 (556),556,Hospitality , Mumbai +41 other locations,556
1952,Prestige Group,4.3 (557),557,Real Estate , Bengaluru +30 other locations,557
1953,Unimoni,3.8 (555),555,FinTech , Chennai +136 other locations,555
1954,The Times of India,3.6 (555),555,Media & Entertainment , New Delhi +53 other locations,555
1955,MITS Global Consulting,4.5 (555),555,Recruitment , Mumbai +12 other locations,555
1956,Navin Fluorine International,3.8 (554),554,Chemicals , Surat +17 other locations,554
1957,Bajaj Consumer Care,3.8 (555),555,FMCG , Mumbai +111 other locations,555
1958,MR.DIY,3.4 (554),554,Retail , Mumbai +85 other locations,554
1959,Innominds Software,3.2 (553),553,IT Services & Consulting , Hyderabad +7 other locations,553
1960,Kirloskar Pneumatic,4.0 (553),553,Industrial Machinery , Pune +22 other locations,553
1961,Z X Learning,4.3 (553),553,EdTech , Lucknow +89 other locations,553
1962,FiveS Digital,3.4 (552),552,BPO , Jamshedpur +27 other locations,552
1963,LendingKart,3.6 (552),552,NBFC , Ahmedabad +46 other locations,552
1964,Carlsberg,4.0 (551),551,Beverage , Gurugram +67 other locations,551
1965,Kellogg Brown and Root,4.1 (549),549,Engineering & Construction , Chennai +36 other locations,549
1966,Datamatics Business Solutions,3.3 (550),550,Management Consulting , Mumbai +13 other locations,550
1967,Practo,3.0 (551),551,Internet , Bengaluru +24 other locations,551
1968,General Motors,4.0 (550),550,Automobile , Pune +36 other locations,550
1969,Inox Wind,3.7 (550),550,Power , Noida +41 other locations,550
1970,GSPANN Technologies,4.1 (550),550,IT Services & Consulting , Hyderabad +9 other locations,550
1971,Propertypistol Realty,3.8 (550),550,Internet , Mumbai +25 other locations,550
1972,BLK Super Speciality Hospital,3.9 (550),550,Healthcare , New Delhi +16 other locations,550
1973,Unified Mentor,4.1 (549),549,IT Services & Consulting , Bengaluru +44 other locations,549
1974,Hitachi Cash Management Services,3.2 (547),547,Other , Mumbai +102 other locations,547
1975,Enco Engineers Combine,3.7 (549),549,Auto Components , Gurugram +17 other locations,549
1976,L & W Constructions,3.9 (549),549,Engineering & Construction , Bengaluru +19 other locations,549
1977,Bharat Fritz Werner,3.9 (549),549,Industrial Machinery , Bengaluru +18 other locations,549
1978,WPP Media,3.6 (547),547,Marketing & Advertising , Gurugram +27 other locations,547
1979,Virtual Employee,3.3 (547),547,Recruitment , Noida +22 other locations,547
1980,Craftsman Automation,3.8 (548),548,Auto Components , Coimbatore +26 other locations,548
1981,Macawber Beekay,4.2 (547),547,Industrial Machinery , Noida +57 other locations,547
1982,Sulzer,3.9 (546),546,Industrial Machinery , Pune +25 other locations,546
1983,Premier Energies,4.0 (547),547,Electronics Manufacturing , Hyderabad +26 other locations,547
1984,Maini Precision Products,3.4 (546),546,Auto Components , Bengaluru +11 other locations,546
1985,Gayatri Projects,3.9 (544),544,Engineering & Construction , Hyderabad +71 other locations,544
1986,Roop Polymers,4.0 (544),544,Auto Components , Gurugram +25 other locations,544
1987,RuralShores,3.6 (544),544,BPO , Bengaluru +47 other locations,544
1988,Offshore Infrastructures,4.2 (544),544,Engineering & Construction , Mumbai +52 other locations,544
1989,Tracxn,2.7 (544),544,Internet , Bengaluru +10 other locations,544
1990,AM Infoweb,3.8 (544),544,BPO , Pune +8 other locations,544
1991,Utility Powertech,3.8 (543),543,Power , New Delhi +92 other locations,543
1992,Hi Tech Gears,3.9 (543),543,Auto Components , Bhiwadi +29 other locations,543
1993,Fena,4.1 (543),543,FMCG , New Delhi +87 other locations,543
1994,RAK Ceramics,3.8 (543),543,Building Material , Kakinada +62 other locations,543
1995,Allianz Partners,3.7 (542),542,Insurance , Gurugram +19 other locations,542
1996,Sanmina Sci,4.1 (542),542,Electronics Manufacturing , Chennai +16 other locations,542
1997,Kidzee,4.0 (540),540,EdTech , Kolkata +120 other locations,540
1998,IKF Finance,3.9 (541),541,NBFC , Hyderabad +131 other locations,541
1999,Haldiram Snacks,3.9 (541),541,Food Processing , Noida +68 other locations,541
